iter	RMSE
149	0.00178502505
150	0.001780803033
151	0.001775318909
152	0.00177271328
153	0.001764312606
154	0.001757723214
155	0.00175448976
156	0.001751451354
157	0.001743179329
158	0.001740806753
159	0.001734284456
160	0.00172800685
161	0.001723674651
162	0.001719159749
163	0.001714055392
164	0.001709884843
165	0.001702725158
166	0.00169759224
167	0.001691359833
168	0.001685624441
169	0.001678985875
170	0.001672514354
171	0.001669356556
172	0.001664610317
173	0.001660503079
174	0.001655348684
175	0.001649636164
176	0.001645435823
177	0.001641634693
178	0.001635127888
179	0.00162905407
180	0.001626916296
181	0.00162478503
182	0.001619268148
183	0.00161509494
184	0.001611448038
185	0.001606146058
186	0.001600118606
187	0.001593877763
188	0.00158871432
189	0.001582762968
190	0.001578217113
191	0.001575787524
192	0.001571959546
193	0.001567360062
194	0.001561771951
195	0.001556475202
196	0.001552326354
197	0.001548452325
198	0.001542763834
199	0.001539181465
200	0.001536714881
201	0.001532532331
202	0.00153013668
203	0.001528225116
204	0.001524962461
205	0.001519492622
206	0.001515795229
207	0.001511538278
208	0.001507070754
209	0.001504281093
210	0.001500188737
211	0.001498108364
212	0.001493822151
213	0.00149013129
214	0.001486809565
215	0.001484600756
216	0.001479692167
217	0.001477381181
218	0.001472894516
219	0.001470492726
220	0.001466920139
221	0.001463474166
222	0.00145937967
223	0.001458096263
224	0.001456509267
225	0.001451663132
226	0.001447142323
227	0.001444657699
228	0.001441404916
229	0.001436946628
230	0.001432785157
231	0.001431416289
232	0.001427795102
233	0.001425012414
234	0.001423755062
235	0.001420316285
236	0.001415052538
237	0.001411477255
238	0.001408382245
239	0.001406567743
240	0.001404043587
241	0.00139862051
242	0.0013940918
243	0.00139032486
244	0.001386440959
245	0.001384922613
246	0.001381564009
247	0.001379549043
248	0.001376428474
249	0.001373156071
250	0.0013689339
251	0.001365738622
252	0.001363335073
253	0.00136044009
254	0.001357600582
255	0.001355115661
256	0.001351127451
257	0.001348851008
258	0.001346233683
259	0.001342751882
260	0.001341078932
261	0.001338605518
262	0.001335387915
263	0.001332931027
264	0.001330399951
265	0.001328711802
266	0.001324958321
267	0.001322905329
268	0.001319820183
269	0.001316480063
270	0.001313253033
271	0.001307913564
272	0.001305734159
273	0.001303993765
274	0.001302915957
275	0.001298615201
276	0.001295434938
277	0.001293331018
278	0.001291418148
279	0.001287120817
280	0.001286058176
281	0.001283343675
282	0.001277869313
283	0.001274443478
284	0.001270523263
285	0.001267719145
286	0.001264455353
287	0.001262766731
288	0.001260273545
289	0.00125737953
290	0.001254503592
291	0.001250047884
292	0.001247619211
293	0.001245128091
294	0.001243239675
295	0.001239373634
296	0.001236318288
297	0.001234986921
298	0.00123151354
299	0.001230252064
300	0.001225786622
301	0.001222790272
302	0.001219550294
303	0.001216570633
304	0.001214003757
305	0.001211754257
306	0.001207802984
307	0.001204409136
308	0.001202010105
309	0.001198613545
310	0.001193987958
311	0.00119120361
312	0.001187657265
313	0.001185003774
314	0.001182494528
315	0.001180387301
316	0.001176518674
317	0.001173102459
318	0.001171322797
319	0.001169599882
320	0.001168245788
321	0.001164203142
322	0.001159456728
323	0.001157305413
324	0.001155374429
325	0.001153108819
326	0.001151810078
327	0.001149886738
328	0.0011487927
329	0.001147282139
330	0.001145085001
331	0.001143180068
332	0.001140490996
333	0.001136068551
334	0.001134422219
335	0.001132745553
336	0.001130573082
337	0.001128539331
338	0.001126608581
339	0.001124457907
340	0.001122018986
341	0.001120203346
342	0.001118550153
343	0.001116208692
344	0.001113311442
345	0.001111692658
346	0.001110168318
347	0.001107282823
348	0.001104750791
349	0.001103258236
350	0.001101664605
351	0.001097853113
352	0.001096597304
353	0.001095102858
354	0.001091285913
355	0.001088217857
356	0.001085998438
357	0.001084067397
358	0.001082823969
359	0.001082068189
360	0.001078826851
361	0.001076831009
362	0.001074971365
363	0.001073793696
364	0.001071012361
365	0.001070329992
366	0.001067923383
367	0.001065176596
368	0.00106279206
369	0.001060489324
370	0.001057538406
371	0.001056204527
372	0.001055024791
373	0.001052739462
374	0.001051115211
375	0.001049264429
376	0.001046502317
377	0.001043858225
378	0.001043179364
379	0.001041100977
380	0.001039401132
381	0.001038783008
382	0.001036975458
383	0.001034568695
384	0.001032373187
385	0.00103096632
386	0.00102981077
387	0.001028838181
388	0.001025708653
389	0.001024110444
390	0.001020771432
391	0.001019393914
392	0.001017309226
393	0.00101583639
394	0.00101428921
395	0.001012457906
396	0.001010841752
397	0.001010281607
398	0.001009162495
399	0.00100759029
400	0.001006327805
401	0.001005511782
402	0.001003923993
403	0.001002585066
404	0.0009992814504
405	0.0009960786102
406	0.0009943920345
407	0.000992937764
408	0.000991232105
409	0.0009894403695
410	0.0009875726634
411	0.0009868356642
412	0.0009843125878
413	0.000982695038
414	0.0009809085366
415	0.0009778409362
416	0.0009770566064
417	0.0009758466627
418	0.0009742628398
419	0.000973417788
420	0.0009723977973
421	0.0009710681266
422	0.0009682661609
423	0.0009676854345
424	0.0009661265972
425	0.0009642949131
426	0.0009623056333
427	0.000960725222
428	0.0009584352082
429	0.0009571846583
430	0.0009539739071
431	0.0009534916839
432	0.0009522706384
433	0.0009506784894
434	0.0009494744454
435	0.0009478070278
436	0.0009457247433
437	0.000944596769
438	0.0009441156615
439	0.000942042593
440	0.0009406948439
441	0.000939962944
442	0.0009389721177
443	0.0009361251026
444	0.0009355187059
445	0.0009348246255
446	0.0009340308054
447	0.0009324312952
448	0.0009316700014
449	0.0009302118105
450	0.0009290226581
451	0.0009276134599
452	0.0009260240795
453	0.0009244250542
454	0.0009237243189
455	0.0009223290749
456	0.0009212493749
457	0.0009203021775
458	0.0009184463028
459	0.0009172728155
460	0.0009168715766
461	0.0009144272618
462	0.0009139314451
463	0.0009108237718
464	0.0009089839573
465	0.0009085942033
466	0.0009069333089
467	0.0009056215599
468	0.0009045164826
469	0.0009023574145
470	0.0008997422564
471	0.0008979807712
472	0.0008973956773
473	0.0008958151521
474	0.000893739058
475	0.0008924014566
476	0.0008902087018
477	0.0008891580897
478	0.000887744085
479	0.0008865402746
480	0.0008850684509
481	0.0008832966435
482	0.0008823135626
483	0.0008814233965
484	0.0008805716361
485	0.0008792310693
486	0.0008788236096
487	0.0008783328533
488	0.000877253222
489	0.0008756796134
490	0.0008747679494
491	0.0008740489836
492	0.0008731056603
493	0.000871783799
494	0.0008701411515
495	0.0008697107755
496	0.0008692979588
497	0.0008677814645
498	0.0008661654727
499	0.0008655535741
500	0.0008633531642
501	0.0008627344616
502	0.0008614936508
503	0.0008602508595
504	0.0008581146419
505	0.0008566804333
506	0.0008547918433
507	0.0008532352184
508	0.0008514390126
509	0.0008505215102
510	0.0008498024047
511	0.0008492686108
512	0.0008475608403
513	0.0008464184777
514	0.0008455206732
515	0.0008448978417
516	0.0008441925467
517	0.0008421496738
518	0.0008409532025
519	0.0008393055649
520	0.0008383310504
521	0.0008378651057
522	0.0008369311181
523	0.0008364496902
524	0.0008336955773
525	0.0008333171706
526	0.000831973394
527	0.0008302633305
528	0.0008273893573
529	0.0008251437018
530	0.0008243741245
531	0.0008235372616
532	0.0008225271041
533	0.0008220629363
534	0.0008209419844
535	0.0008199726983
536	0.0008194835933
537	0.0008192798166
538	0.0008179828788
539	0.0008173983726
540	0.0008158301475
541	0.000814865489
542	0.000813228932
543	0.0008112166573
544	0.0008098658679
545	0.0008088117114
546	0.0008076102981
547	0.0008064458653
548	0.0008049967906
549	0.0008035862097
550	0.0008024103496
551	0.0008010528909
552	0.0008002946273
553	0.0007995842288
554	0.0007988198882
555	0.000798059444
556	0.0007977776448
557	0.0007958782635
558	0.0007948483566
559	0.0007937143176
560	0.0007926263596
561	0.0007920044281
562	0.0007907567335
563	0.000790053425
564	0.0007890575374
565	0.0007880397167
566	0.000787146774
567	0.0007854945154
568	0.0007844359668
569	0.0007832240113
570	0.0007821734529
571	0.0007809935564
572	0.0007791586782
573	0.0007776166876
574	0.0007762219433
575	0.0007751935791
576	0.0007741967252
577	0.0007732893123
578	0.000772143774
579	0.0007711687463
580	0.0007704464963
581	0.0007681966895
582	0.000767270418
583	0.0007663130163
584	0.0007654792346
585	0.0007640654939
586	0.0007629243927
587	0.0007622767957
588	0.0007611150564
589	0.0007603410585
590	0.0007585946764
591	0.0007571401874
592	0.0007558165245
593	0.0007541166998
594	0.0007531801379
595	0.0007516766505
596	0.000750988015
597	0.0007499929884
598	0.0007492339318
599	0.0007486000948
